Gene	Fam	Cat
Bgt-21011	NonEff	NonEff
Bgt-51282	NonEff	NonEff
Bgt-51281	NonEff	NonEff
Bgt-2928	NonEff	NonEff
Bgt-2944	NonEff	NonEff
Bgt-5395-2	NonEff	NonEff
Bgt-5395	NonEff	NonEff
Bgt-51280	NonEff	NonEff
Bgt-20390-2	NonEff	NonEff
Bgt-2867	NonEff	NonEff
Bgt-51277	NonEff	NonEff
Bgt-51276	NonEff	NonEff
Bgt-4241	NonEff	NonEff
Bgt-2862	NonEff	NonEff
Bgt-2863	NonEff	NonEff
Bgt-5326	NonEff	NonEff
Bgt-4111	NonEff	NonEff
Bgt-2069	NonEff	NonEff
Bgt-2078	NonEff	NonEff
Bgt-2073	NonEff	NonEff
Bgt-2080	NonEff	NonEff
Bgt-2780	NonEff	NonEff
Bgt-4249	NonEff	NonEff
Bgt-4323	NonEff	NonEff
Bgt-4109	NonEff	NonEff
Bgt-3551	NonEff	NonEff
Bgt-20423	NonEff	NonEff
Bgt-5104-2	NonEff	NonEff
Bgt-5105	NonEff	NonEff
Bgt-2050	NonEff	NonEff
Bgt-4288	NonEff	NonEff
Bgt-4279	NonEff	NonEff
Bgt-3218	NonEff	NonEff
Bgt-260	NonEff	NonEff
Bgt-260-2	NonEff	NonEff
Bgt-4605	NonEff	NonEff
Bgt-2865	NonEff	NonEff
Bgt-4253	NonEff	NonEff
Bgt-2819	NonEff	NonEff
Bgt-4257	NonEff	NonEff
Bgt-4262	NonEff	NonEff
Bgt-2818	NonEff	NonEff
Bgt-4273	NonEff	NonEff
Bgt-332	NonEff	NonEff
BgtA-20045	NonEff	NonEff
Bgt-51274	NonEff	NonEff
Bgt-4443	NonEff	NonEff
Bgt-4444	NonEff	NonEff
Bgt-4445	NonEff	NonEff
Bgt-5233	NonEff	NonEff
Bgt-3638	NonEff	NonEff
Bgt-297	NonEff	NonEff
Bgt-2704	NonEff	NonEff
Bgt-2864	NonEff	NonEff
Bgt-4276	NonEff	NonEff
Bgt-203102	NonEff	NonEff
Bgt-51271	NonEff	NonEff
Bgt-51269	NonEff	NonEff
Bgt-51273	NonEff	NonEff
Bgt-51272	NonEff	NonEff
BgtA-21279	NonEff	NonEff
Bgt-3359	NonEff	NonEff
Bgt-1831	NonEff	NonEff
Bgt-1824	NonEff	NonEff
Bgt-1825	NonEff	NonEff
Bgt-4498	NonEff	NonEff
Bgt-792	NonEff	NonEff
Bgt-4753	NonEff	NonEff
Bgt-3360	NonEff	NonEff
Bgt-20365-2	NonEff	NonEff
Bgt-30	NonEff	NonEff
BgtAcSP-30986	NonEff	NonEff
Bgt-51268	NonEff	NonEff
Bgt-51266	NonEff	NonEff
Bgt-4878	NonEff	NonEff
Bgt-51267	NonEff	NonEff
Bgt-51265	NonEff	NonEff
Bgt-51264	NonEff	NonEff
Bgt-1835	NonEff	NonEff
Bgt-51263	NonEff	NonEff
Bgt-51262	NonEff	NonEff
BgtA-20263	NonEff	NonEff
Bgt-3605	NonEff	NonEff
BgtA-20262	NonEff	NonEff
Bgt-1826	NonEff	NonEff
Bgt-4043	NonEff	NonEff
Bgt-51261	NonEff	NonEff
Bgt-51260	NonEff	NonEff
Bgt-51255	NonEff	NonEff
Bgt-51259	NonEff	NonEff
Bgt-5231	NonEff	NonEff
Bgt-51252	NonEff	NonEff
Bgt-51251	NonEff	NonEff
Bgt-51250	NonEff	NonEff
Bgt-51253	NonEff	NonEff
Bgt-51247	NonEff	NonEff
Bgt-51249	NonEff	NonEff
Bgt-51248	NonEff	NonEff
Bgt-51246	NonEff	NonEff
Bgt-51244	NonEff	NonEff
Bgt-51245	NonEff	NonEff
BgtA-20969	NonEff	NonEff
Bgt-1364	NonEff	NonEff
Bgt-3135	NonEff	NonEff
Bgt-1342	NonEff	NonEff
Bgt-51242	NonEff	NonEff
Bgt-4297	NonEff	NonEff
Bgt-51243	NonEff	NonEff
Bgt-111	NonEff	NonEff
BgtA-20896	NonEff	NonEff
Bgt-5241	NonEff	NonEff
Bgt-1270	NonEff	NonEff
BgtA-20897	NonEff	NonEff
Bgt-20046	NonEff	NonEff
Bgt-4984	NonEff	NonEff
Bgt-20512	NonEff	NonEff
Bgt-327	NonEff	NonEff
Bgt-51111	NonEff	NonEff
BgtA-20526	NonEff	NonEff
Bgt-5405	NonEff	NonEff
Bgt-3553	NonEff	NonEff
Bgt-1360	NonEff	NonEff
Bgt-2291	NonEff	NonEff
Bgt-4898	NonEff	NonEff
BgtA-20294	NonEff	NonEff
Bgt-4909	NonEff	NonEff
Bgt-51125	NonEff	NonEff
Bgt-51124	NonEff	NonEff
Bgt-51123	NonEff	NonEff
Bgt-4899	NonEff	NonEff
Bgt-3552	NonEff	NonEff
Bgt-378	NonEff	NonEff
Bgt-2290	NonEff	NonEff
BgtA-20882	NonEff	NonEff
Bgt-1120	NonEff	NonEff
Bgt-3190	NonEff	NonEff
BgtA-21285	NonEff	NonEff
Bgt-2852	NonEff	NonEff
Bgt-5417	NonEff	NonEff
Bgt-2845	NonEff	NonEff
Bgt-5472	NonEff	NonEff
Bgt-51118	NonEff	NonEff
Bgt-51117	NonEff	NonEff
BgtA-20416	NonEff	NonEff
Bgt-265	NonEff	NonEff
Bgt-2536	NonEff	NonEff
Bgt-2537	NonEff	NonEff
Bgt-51115	NonEff	NonEff
Bgt-2022	NonEff	NonEff
Bgt-2021	NonEff	NonEff
Bgt-2535	NonEff	NonEff
Bgt-2398	NonEff	NonEff
BgtAc-30415	NonEff	NonEff
Bgt-2516	NonEff	NonEff
Bgt-51114	NonEff	NonEff
Bgt-5274	NonEff	NonEff
Bgt-60043	NonEff	NonEff
Bgt-322	NonEff	NonEff
Bgt-1997	NonEff	NonEff
Bgt-2002	NonEff	NonEff
Bgt-5487	NonEff	NonEff
Bgt-3987	NonEff	NonEff
Bgt-5208	NonEff	NonEff
Bgt-595	NonEff	NonEff
Bgt-1648	NonEff	NonEff
Bgt-2006	NonEff	NonEff
Bgt-1101	NonEff	NonEff
Bgt-5068	NonEff	NonEff
Bgt-5088	NonEff	NonEff
Bgt-2011	NonEff	NonEff
Bgt-51110	NonEff	NonEff
Bgt-189	NonEff	NonEff
Bgt-5028	NonEff	NonEff
Bgt-1633	NonEff	NonEff
Bgt-4008	NonEff	NonEff
Bgt-4005	NonEff	NonEff
Bgt-50680	NonEff	NonEff
Bgt-20366	NonEff	NonEff
Bgt-20163	NonEff	NonEff
Bgt-936	NonEff	NonEff
BgtA-20888	NonEff	NonEff
Bgt-937	NonEff	NonEff
Bgt-3458	NonEff	NonEff
Bgt-51786	NonEff	NonEff
Bgt-3543	NonEff	NonEff
Bgt-51788	NonEff	NonEff
Bgt-2883	NonEff	NonEff
Bgt-3983	NonEff	NonEff
Bgt-1276	NonEff	NonEff
Bgt-252	NonEff	NonEff
Bgt-51785	NonEff	NonEff
Bgt-51782	NonEff	NonEff
Bgt-4268	NonEff	NonEff
Bgt-3998	NonEff	NonEff
Bgt-1805-2	NonEff	NonEff
Bgt-1805	NonEff	NonEff
Bgt-3621	NonEff	NonEff
Bgt-4842	NonEff	NonEff
Bgt-4001	NonEff	NonEff
Bgt-113	NonEff	NonEff
Bgt-1285	NonEff	NonEff
Bgt-1274	NonEff	NonEff
BgtAc-30187	NonEff	NonEff
Bgt-1278	NonEff	NonEff
Bgt-1277	NonEff	NonEff
Bgt-1281	NonEff	NonEff
Bgt-51779	NonEff	NonEff
BgtE-5618	NonEff	NonEff
Bgt-2800	NonEff	NonEff
Bgt-177	NonEff	NonEff
Bgt-5341	NonEff	NonEff
Bgt-442	NonEff	NonEff
BgtAc-30016	NonEff	NonEff
Bgt-1471	NonEff	NonEff
Bgt-910-2	NonEff	NonEff
Bgt-1464	NonEff	NonEff
Bgt-20282	NonEff	NonEff
Bgt-1102	NonEff	NonEff
Bgt-1469	NonEff	NonEff
Bgt-1461	NonEff	NonEff
BgtASP-21007	NonEff	NonEff
Bgt-20648	NonEff	NonEff
BgtA-20274	NonEff	NonEff
Bgt-1470	NonEff	NonEff
Bgt-183	NonEff	NonEff
Bgt-5024	NonEff	NonEff
Bgt-1184	NonEff	NonEff
Bgt-4916	NonEff	NonEff
Bgt-4916-2	NonEff	NonEff
Bgt-1459	NonEff	NonEff
Bgt-1466	NonEff	NonEff
Bgt-1159	NonEff	NonEff
Bgt-5426	NonEff	NonEff
Bgt-4858	NonEff	NonEff
Bgt-1468	NonEff	NonEff
BgtA-20275	NonEff	NonEff
Bgt-51774	NonEff	NonEff
Bgt-1465	NonEff	NonEff
Bgt-2732	NonEff	NonEff
Bgt-2733-2	NonEff	NonEff
Bgt-2813	NonEff	NonEff
Bgt-1456	NonEff	NonEff
BgtA-20946	NonEff	NonEff
Bgt-1977	NonEff	NonEff
Bgt-20579	NonEff	NonEff
BgtA-20317	NonEff	NonEff
Bgt-5086	NonEff	NonEff
Bgt-1254	NonEff	NonEff
Bgt-4691	NonEff	NonEff
Bgt-4183	NonEff	NonEff
Bgt-108	NonEff	NonEff
Bgt-3395-3	NonEff	NonEff
Bgt-868	NonEff	NonEff
Bgt-51811	NonEff	NonEff
Bgt-4536	NonEff	NonEff
Bgt-403	NonEff	NonEff
Bgt-51808	NonEff	NonEff
Bgt-4191	NonEff	NonEff
BgtAc-30393	NonEff	NonEff
Bgt-5427	NonEff	NonEff
Bgt-3748	NonEff	NonEff
Bgt-146	NonEff	NonEff
Bgt-5428	NonEff	NonEff
Bgt-51807	NonEff	NonEff
Bgt-5366	NonEff	NonEff
Bgt-4561	NonEff	NonEff
Bgt-3740	NonEff	NonEff
Bgt-50007	NonEff	NonEff
Bgt-20239	NonEff	NonEff
Bgt-50003	NonEff	NonEff
Bgt-50006	NonEff	NonEff
Bgt-600	NonEff	NonEff
Bgt-432	NonEff	NonEff
BgtA-21337	NonEff	NonEff
Bgt-50004	NonEff	NonEff
Bgt-50005	NonEff	NonEff
Bgt-50002	NonEff	NonEff
BgtE-10023	NonEff	NonEff
BgtA-20540	NonEff	NonEff
Bgt-50001	NonEff	NonEff
Bgt-1532	NonEff	NonEff
Bgt-1777	NonEff	NonEff
Bgt-50091	NonEff	NonEff
Bgt-1531	NonEff	NonEff
Bgt-3799	NonEff	NonEff
Bgt-50092	NonEff	NonEff
Bgt-2692	NonEff	NonEff
Bgt-2694	NonEff	NonEff
Bgt-5129	NonEff	NonEff
Bgt-1779	NonEff	NonEff
Bgt-50094	NonEff	NonEff
Bgt-1778	NonEff	NonEff
Bgt-50096	NonEff	NonEff
Bgt-1138	NonEff	NonEff
BgtA-21063	NonEff	NonEff
Bgt-3038	NonEff	NonEff
Bgt-1267	NonEff	NonEff
Bgt-3041	NonEff	NonEff
Bgt-50097	NonEff	NonEff
Bgt-50098	NonEff	NonEff
Bgt-50099	NonEff	NonEff
Bgt-51859	NonEff	NonEff
Bgt-20095	NonEff	NonEff
Bgt-51857	NonEff	NonEff
BgtA-21081	NonEff	NonEff
Bgt-3933	NonEff	NonEff
Bgt-3920	NonEff	NonEff
Bgt-51858	NonEff	NonEff
Bgt-20073	NonEff	NonEff
Bgt-51861	NonEff	NonEff
Bgt-51862	NonEff	NonEff
Bgt-51864	NonEff	NonEff
Bgt-51863	NonEff	NonEff
Bgt-716	NonEff	NonEff
Bgt-20364-2	NonEff	NonEff
Bgt-51870	NonEff	NonEff
Bgt-51868	NonEff	NonEff
Bgt-51865	NonEff	NonEff
Bgt-51866	NonEff	NonEff
Bgt-51867	NonEff	NonEff
BgtA-21353	NonEff	NonEff
Bgt-788	NonEff	NonEff
Bgt-51871	NonEff	NonEff
Bgt-51873	NonEff	NonEff
BgtA-20844	NonEff	NonEff
Bgt-754	NonEff	NonEff
Bgt-93	NonEff	NonEff
Bgt-3294	NonEff	NonEff
Bgt-3228	NonEff	NonEff
BgtE-4526	NonEff	NonEff
Bgt-1194	NonEff	NonEff
Bgt-225	NonEff	NonEff
Bgt-3689	NonEff	NonEff
Bgt-1164	NonEff	NonEff
BgtA-21391	NonEff	NonEff
Bgt-1216	NonEff	NonEff
Bgt-20430	NonEff	NonEff
Bgt-2480	NonEff	NonEff
Bgt-4068	NonEff	NonEff
Bgt-1220	NonEff	NonEff
Bgt-20158	NonEff	NonEff
Bgt-871	NonEff	NonEff
Bgt-50698	NonEff	NonEff
Bgt-50694	NonEff	NonEff
BgtA-21538	NonEff	NonEff
Bgt-4419	NonEff	NonEff
BgtA-21142	NonEff	NonEff
Bgt-2479	NonEff	NonEff
Bgt-2044	NonEff	NonEff
Bgt-2024	NonEff	NonEff
Bgt-4397	NonEff	NonEff
Bgt-2161	NonEff	NonEff
Bgt-4721	NonEff	NonEff
Bgt-1218	NonEff	NonEff
Bgt-50830	NonEff	NonEff
Bgt-246	NonEff	NonEff
Bgt-20117	NonEff	NonEff
Bgt-1104	NonEff	NonEff
Bgt-2475	NonEff	NonEff
Bgt-2478	NonEff	NonEff
Bgt-2476	NonEff	NonEff
Bgt-50831	NonEff	NonEff
BgtA-20976	NonEff	NonEff
Bgt-2477	NonEff	NonEff
Bgt-1219	NonEff	NonEff
Bgt-2653	NonEff	NonEff
Bgt-4707	NonEff	NonEff
Bgt-5498	NonEff	NonEff
Bgt-50181	NonEff	NonEff
Bgt-3264	NonEff	NonEff
Bgt-20629-2	NonEff	NonEff
Bgt-4114	NonEff	NonEff
Bgt-20208	NonEff	NonEff
Bgt-20345	NonEff	NonEff
Bgt-20063	NonEff	NonEff
BgtA-20534	NonEff	NonEff
Bgt-20208-2	NonEff	NonEff
Bgt-1394	NonEff	NonEff
Bgt-50180	NonEff	NonEff
Bgt-760	NonEff	NonEff
Bgt-136	NonEff	NonEff
Bgt-3265	NonEff	NonEff
Bgt-4658	NonEff	NonEff
Bgt-4475	NonEff	NonEff
Bgt-1812	NonEff	NonEff
Bgt-1610	NonEff	NonEff
Bgt-3311	NonEff	NonEff
Bgt-3312	NonEff	NonEff
Bgt-1943	NonEff	NonEff
BgtA-20871	NonEff	NonEff
Bgt-3533	NonEff	NonEff
BgtA-20182	NonEff	NonEff
Bgt-4857	NonEff	NonEff
BgtA-20183	NonEff	NonEff
Bgt-1948	NonEff	NonEff
Bgt-1948-2	NonEff	NonEff
Bgt-4374	NonEff	NonEff
Bgt-5333	NonEff	NonEff
Bgt-3225	NonEff	NonEff
Bgt-3224	NonEff	NonEff
Bgt-3220	NonEff	NonEff
Bgt-454	NonEff	NonEff
Bgt-20586	NonEff	NonEff
Bgt-1951	NonEff	NonEff
Bgt-899	NonEff	NonEff
Bgt-483-2	NonEff	NonEff
Bgt-3052	NonEff	NonEff
Bgt-758	NonEff	NonEff
Bgt-1133	NonEff	NonEff
Bgt-101	NonEff	NonEff
Bgt-1134	NonEff	NonEff
Bgt-1144	NonEff	NonEff
Bgt-1395	NonEff	NonEff
Bgt-3011	NonEff	NonEff
Bgt-2919	NonEff	NonEff
Bgt-309	NonEff	NonEff
BgtA-21067	NonEff	NonEff
Bgt-2382	NonEff	NonEff
Bgt-2384	NonEff	NonEff
Bgt-20202	NonEff	NonEff
Bgt-865-2	NonEff	NonEff
Bgt-865	NonEff	NonEff
Bgt-3744	NonEff	NonEff
Bgt-4894	NonEff	NonEff
Bgt-3600	NonEff	NonEff
Bgt-50473	NonEff	NonEff
Bgt-50472	NonEff	NonEff
Bgt-1489	NonEff	NonEff
Bgt-2209	NonEff	NonEff
BgtA-21340	NonEff	NonEff
Bgt-50474	NonEff	NonEff
Bgt-50475	NonEff	NonEff
Bgt-50476	NonEff	NonEff
Bgt-50478	NonEff	NonEff
Bgt-50479	NonEff	NonEff
Bgt-50483	NonEff	NonEff
Bgt-1357	NonEff	NonEff
Bgt-4833-2	NonEff	NonEff
BgtASP-21312	NonEff	NonEff
Bgt-50484	NonEff	NonEff
Bgt-1383	NonEff	NonEff
Bgt-4839	NonEff	NonEff
Bgt-4818	NonEff	NonEff
Bgt-50485	NonEff	NonEff
Bgt-20480	NonEff	NonEff
Bgt-1384	NonEff	NonEff
Bgt-20682	NonEff	NonEff
Bgt-38	NonEff	NonEff
Bgt-37	NonEff	NonEff
Bgt-1385	NonEff	NonEff
Bgt-135-2	NonEff	NonEff
Bgt-135	NonEff	NonEff
Bgt-4670	NonEff	NonEff
Bgt-3417	NonEff	NonEff
Bgt-3421	NonEff	NonEff
Bgt-50486	NonEff	NonEff
Bgt-20847	NonEff	NonEff
Bgt-5156	NonEff	NonEff
BgtA-20915	NonEff	NonEff
BgtA-20914	NonEff	NonEff
Bgt-50488	NonEff	NonEff
Bgt-4482	NonEff	NonEff
Bgt-4667	NonEff	NonEff
Bgt-50487	NonEff	NonEff
BgtA-20455	NonEff	NonEff
Bgt-197	NonEff	NonEff
BgtA-20454	NonEff	NonEff
Bgt-860	NonEff	NonEff
Bgt-3152	NonEff	NonEff
Bgt-4669	NonEff	NonEff
Bgt-3728	NonEff	NonEff
Bgt-50466	NonEff	NonEff
Bgt-2373	NonEff	NonEff
Bgt-4636	NonEff	NonEff
Bgt-2369	NonEff	NonEff
Bgt-4666	NonEff	NonEff
Bgt-2799	NonEff	NonEff
BgtA-20581	NonEff	NonEff
Bgt-2801	NonEff	NonEff
Bgt-3877	NonEff	NonEff
BgtA-20580	NonEff	NonEff
Bgt-4129	NonEff	NonEff
Bgt-5130	NonEff	NonEff
Bgt-20684	NonEff	NonEff
BgtA-20460	NonEff	NonEff
Bgt-2442	NonEff	NonEff
Bgt-2445-2	NonEff	NonEff
Bgt-2445	NonEff	NonEff
Bgt-2443	NonEff	NonEff
Bgt-2444	NonEff	NonEff
Bgt-20183	NonEff	NonEff
Bgt-50469	NonEff	NonEff
Bgt-50912	NonEff	NonEff
Bgt-50913	NonEff	NonEff
BgtAc-30604	NonEff	NonEff
Bgt-1819	NonEff	NonEff
Bgt-1817	NonEff	NonEff
Bgt-20848	NonEff	NonEff
Bgt-1300	NonEff	NonEff
Bgt-383	NonEff	NonEff
BgtA-20605	NonEff	NonEff
Bgt-50915	NonEff	NonEff
Bgt-5002	NonEff	NonEff
Bgt-4752	NonEff	NonEff
Bgt-4307	NonEff	NonEff
Bgt-50917	NonEff	NonEff
Bgt-4948	NonEff	NonEff
Bgt-5049	NonEff	NonEff
BgtA-21434	NonEff	NonEff
Bgt-1830	NonEff	NonEff
Bgt-5041	NonEff	NonEff
Bgt-787	NonEff	NonEff
Bgt-2236	NonEff	NonEff
Bgt-2237	NonEff	NonEff
Bgt-50919	NonEff	NonEff
Bgt-50920	NonEff	NonEff
Bgt-50921	NonEff	NonEff
Bgt-5080	NonEff	NonEff
Bgt-4980	NonEff	NonEff
Bgt-3297	NonEff	NonEff
Bgt-3328	NonEff	NonEff
BgtAc-30250	NonEff	NonEff
Bgt-2911	NonEff	NonEff
Bgt-3295	NonEff	NonEff
Bgt-2998	NonEff	NonEff
Bgt-3579	NonEff	NonEff
Bgt-2912	NonEff	NonEff
BgtA-21027	NonEff	NonEff
Bgt-20411-2	NonEff	NonEff
Bgt-3298	NonEff	NonEff
Bgt-3299	NonEff	NonEff
Bgt-5223	NonEff	NonEff
Bgt-5223-2	NonEff	NonEff
Bgt-5508	NonEff	NonEff
Bgt-50923	NonEff	NonEff
Bgt-50924	NonEff	NonEff
Bgt-3301	NonEff	NonEff
Bgt-2997	NonEff	NonEff
Bgt-28	NonEff	NonEff
Bgt-28-2	NonEff	NonEff
Bgt-2995	NonEff	NonEff
Bgt-2993	NonEff	NonEff
Bgt-2910	NonEff	NonEff
Bgt-1110	NonEff	NonEff
Bgt-1109	NonEff	NonEff
BgtA-20996	NonEff	NonEff
Bgt-572	NonEff	NonEff
Bgt-3502	NonEff	NonEff
Bgt-3499	NonEff	NonEff
Bgt-50925	NonEff	NonEff
Bgt-50926	NonEff	NonEff
Bgt-1641	NonEff	NonEff
Bgt-1642	NonEff	NonEff
Bgt-524	NonEff	NonEff
Bgt-165	NonEff	NonEff
BgtAc-31034	NonEff	NonEff
Bgt-3048	NonEff	NonEff
BgtA-21052	NonEff	NonEff
Bgt-133	NonEff	NonEff
Bgt-3080	NonEff	NonEff
Bgt-3289	NonEff	NonEff
Bgt-3910	NonEff	NonEff
Bgt-3287	NonEff	NonEff
Bgt-3288	NonEff	NonEff
Bgt-3909	NonEff	NonEff
Bgt-3291	NonEff	NonEff
BgtA-20807	NonEff	NonEff
Bgt-3290	NonEff	NonEff
Bgt-3144	NonEff	NonEff
Bgt-2782	NonEff	NonEff
Bgt-596	NonEff	NonEff
Bgt-3335	NonEff	NonEff
Bgt-4602	NonEff	NonEff
Bgt-3594	NonEff	NonEff
Bgt-3286	NonEff	NonEff
Bgt-20261	NonEff	NonEff
Bgt-3270	NonEff	NonEff
Bgt-3268	NonEff	NonEff
BgtA-21189	NonEff	NonEff
Bgt-3271	NonEff	NonEff
Bgt-3281	NonEff	NonEff
Bgt-1577	NonEff	NonEff
Bgt-330	NonEff	NonEff
Bgt-861	NonEff	NonEff
Bgt-2968	NonEff	NonEff
Bgt-1584	NonEff	NonEff
Bgt-1583	NonEff	NonEff
Bgt-1574	NonEff	NonEff
Bgt-3871	NonEff	NonEff
Bgt-4255	NonEff	NonEff
BgtA-20587	NonEff	NonEff
Bgt-1263	NonEff	NonEff
Bgt-1262	NonEff	NonEff
Bgt-3870	NonEff	NonEff
Bgt-20232	NonEff	NonEff
Bgt-4497	NonEff	NonEff
Bgt-50298	NonEff	NonEff
Bgt-1572	NonEff	NonEff
Bgt-1582	NonEff	NonEff
Bgt-5033	NonEff	NonEff
Bgt-1569	NonEff	NonEff
Bgt-496	NonEff	NonEff
Bgt-5507	NonEff	NonEff
Bgt-1581	NonEff	NonEff
Bgt-990	NonEff	NonEff
Bgt-1579	NonEff	NonEff
Bgt-3869	NonEff	NonEff
Bgt-1571	NonEff	NonEff
Bgt-1570	NonEff	NonEff
BgtA-21085	NonEff	NonEff
Bgt-50671	NonEff	NonEff
Bgt-50672	NonEff	NonEff
Bgt-1809	NonEff	NonEff
Bgt-761	NonEff	NonEff
Bgt-345	NonEff	NonEff
Bgt-635	NonEff	NonEff
BgtA-21042	NonEff	NonEff
BgtA-21043	NonEff	NonEff
Bgt-4552	NonEff	NonEff
Bgt-3177	NonEff	NonEff
Bgt-158	NonEff	NonEff
Bgt-4102	NonEff	NonEff
Bgt-5334	NonEff	NonEff
Bgt-143	NonEff	NonEff
Bgt-2578	NonEff	NonEff
Bgt-2576	NonEff	NonEff
Bgt-873	NonEff	NonEff
Bgt-1933	NonEff	NonEff
BgtASP-20572	NonEff	NonEff
Bgt-20473-2	NonEff	NonEff
Bgt-1808	NonEff	NonEff
Bgt-50171	NonEff	NonEff
Bgt-50172	NonEff	NonEff
Bgt-2580	NonEff	NonEff
BgtA-20726	NonEff	NonEff
Bgt-1803	NonEff	NonEff
Bgt-20652	NonEff	NonEff
Bgt-5143	NonEff	NonEff
BgtAc-30727	NonEff	NonEff
Bgt-50176	NonEff	NonEff
Bgt-50175	NonEff	NonEff
Bgt-4573	NonEff	NonEff
Bgt-20281	NonEff	NonEff
Bgt-1946	NonEff	NonEff
Bgt-1947	NonEff	NonEff
Bgt-5340	NonEff	NonEff
Bgt-1724	NonEff	NonEff
BgtAcSP-30730	NonEff	NonEff
Bgt-1051	NonEff	NonEff
BgtAcSP-30729	NonEff	NonEff
Bgt-1052	NonEff	NonEff
Bgt-4606	NonEff	NonEff
Bgt-1043	NonEff	NonEff
Bgt-1060	NonEff	NonEff
Bgt-1044	NonEff	NonEff
Bgt-4368	NonEff	NonEff
Bgt-4607	NonEff	NonEff
Bgt-4763	NonEff	NonEff
Bgt-5168	NonEff	NonEff
Bgt-4762	NonEff	NonEff
Bgt-1045	NonEff	NonEff
Bgt-1055	NonEff	NonEff
Bgt-1059	NonEff	NonEff
Bgt-1046	NonEff	NonEff
Bgt-1058	NonEff	NonEff
Bgt-815	NonEff	NonEff
Bgt-4171	NonEff	NonEff
Bgt-4193	NonEff	NonEff
Bgt-20115	NonEff	NonEff
Bgt-2855	NonEff	NonEff
BgtA-21503	NonEff	NonEff
Bgt-350	NonEff	NonEff
Bgt-1047	NonEff	NonEff
Bgt-1056	NonEff	NonEff
Bgt-1945	NonEff	NonEff
Bgt-1258	NonEff	NonEff
Bgt-2539	NonEff	NonEff
Bgt-1256	NonEff	NonEff
Bgt-889	NonEff	NonEff
Bgt-51835	NonEff	NonEff
Bgt-20523	NonEff	NonEff
Bgt-1054	NonEff	NonEff
Bgt-51836	NonEff	NonEff
Bgt-1048	NonEff	NonEff
Bgt-4521	NonEff	NonEff
Bgt-51839	NonEff	NonEff
Bgt-51837	NonEff	NonEff
Bgt-4675	NonEff	NonEff
Bgt-1049	NonEff	NonEff
Bgt-1049-2	NonEff	NonEff
Bgt-20132	NonEff	NonEff
Bgt-1864	NonEff	NonEff
Bgt-20661	NonEff	NonEff
Bgt-2648	NonEff	NonEff
BgtA-20319	NonEff	NonEff
Bgt-473	NonEff	NonEff
Bgt-3230	NonEff	NonEff
Bgt-50704	NonEff	NonEff
Bgt-2163	NonEff	NonEff
Bgt-1573	NonEff	NonEff
Bgt-2154	NonEff	NonEff
Bgt-3321	NonEff	NonEff
Bgt-3043	NonEff	NonEff
Bgt-3173	NonEff	NonEff
Bgt-2241	NonEff	NonEff
Bgt-128	NonEff	NonEff
Bgt-5358	NonEff	NonEff
Bgt-4958	NonEff	NonEff
Bgt-2556	NonEff	NonEff
Bgt-5062	NonEff	NonEff
Bgt-5128	NonEff	NonEff
BgtA-20421	NonEff	NonEff
Bgt-20175	NonEff	NonEff
Bgt-20428	NonEff	NonEff
Bgt-3030	NonEff	NonEff
Bgt-2534	NonEff	NonEff
BgtA-21201	NonEff	NonEff
Bgt-20920	NonEff	NonEff
Bgt-50702	NonEff	NonEff
BgtA-20682	NonEff	NonEff
Bgt-20250	NonEff	NonEff
BgtAc-30683	NonEff	NonEff
Bgt-1491	NonEff	NonEff
Bgt-4338	NonEff	NonEff
Bgt-50726	NonEff	NonEff
Bgt-50727	NonEff	NonEff
Bgt-363	NonEff	NonEff
Bgt-50725	NonEff	NonEff
Bgt-974	NonEff	NonEff
Bgt-975-2	NonEff	NonEff
Bgt-975	NonEff	NonEff
Bgt-2554	NonEff	NonEff
Bgt-2552	NonEff	NonEff
Bgt-2974	NonEff	NonEff
Bgt-2468	NonEff	NonEff
Bgt-2470	NonEff	NonEff
Bgt-2469	NonEff	NonEff
Bgt-50724	NonEff	NonEff
Bgt-50721	NonEff	NonEff
Bgt-50723	NonEff	NonEff
Bgt-50722	NonEff	NonEff
Bgt-50720	NonEff	NonEff
Bgt-2824	NonEff	NonEff
BgtA-20851	NonEff	NonEff
BgtA-20850	NonEff	NonEff
BgtA-20849	NonEff	NonEff
Bgt-2262	NonEff	NonEff
Bgt-2263	NonEff	NonEff
Bgt-5023	NonEff	NonEff
Bgt-5022	NonEff	NonEff
Bgt-50714	NonEff	NonEff
Bgt-50713	NonEff	NonEff
Bgt-50719	NonEff	NonEff
Bgt-50718	NonEff	NonEff
BgtA-20609	NonEff	NonEff
Bgt-1992	NonEff	NonEff
Bgt-50717	NonEff	NonEff
Bgt-50716	NonEff	NonEff
Bgt-20201-2	NonEff	NonEff
Bgt-50715	NonEff	NonEff
BgtA-21324	NonEff	NonEff
Bgt-50712	NonEff	NonEff
BgtAc-30667	NonEff	NonEff
Bgt-2134	NonEff	NonEff
Bgt-5145	NonEff	NonEff
Bgt-50710	NonEff	NonEff
Bgt-20010	NonEff	NonEff
Bgt-50709	NonEff	NonEff
Bgt-4564	NonEff	NonEff
BgtASP-20508	NonEff	NonEff
Bgt-4585	NonEff	NonEff
Bgt-706	NonEff	NonEff
Bgt-2185	NonEff	NonEff
Bgt-2206	NonEff	NonEff
Bgt-2206-2	NonEff	NonEff
Bgt-50707	NonEff	NonEff
Bgt-50708	NonEff	NonEff
